grid_type,game_id,game_event_id,id,name,team_id,team_name,period,minutes_remaining,seconds_remaining,event_type,action_type,shot_type,shot_zone_basic,shot_zone_area,shot_zone_range,shot_distance,loc_x,loc_y,shot_attempted_flag,shot_made_flag,game_date,htm,vtm,shot_made_numeric,shot_value,person_id_shot_chart,shot_id,loc_x2,opponent,fga,fgm,x3fga,x3fgm,x2fga,x2fgm,Laker_uniform
Shot Chart Detail,0022000002,10,2544,LeBron James,1610612747,Los Angeles Lakers,1,11,3,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,1.5,31.65,1,missed,2020-12-22,LAL,LAC,0,3,2544,s1,3,LAC,1,0,1,0,0,0,ICON
Shot Chart Detail,0022000002,44,2544,LeBron James,1610612747,Los Angeles Lakers,1,8,10,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-3,30.55,1,missed,2020-12-22,LAL,LAC,0,3,2544,s2,-6,LAC,1,0,1,0,0,0,ICON
Shot Chart Detail,0022000002,54,2544,LeBron James,1610612747,Los Angeles Lakers,1,7,14,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,1.8,6.85,1,missed,2020-12-22,LAL,LAC,0,2,2544,s3,3.6,LAC,1,0,0,0,1,0,ICON
Shot Chart Detail,0022000002,58,2544,LeBron James,1610612747,Los Angeles Lakers,1,6,54,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,22.7,10.65,1,made,2020-12-22,LAL,LAC,1,3,2544,s4,45.4,LAC,1,1,1,1,0,0,ICON
Shot Chart Detail,0022000002,166,2544,LeBron James,1610612747,Los Angeles Lakers,2,11,38,Missed Shot,Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,1.3,7.25,1,missed,2020-12-22,LAL,LAC,0,2,2544,s5,2.6,LAC,1,0,0,0,1,0,ICON
Shot Chart Detail,0022000002,332,2544,LeBron James,1610612747,Los Angeles Lakers,2,2,10,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1.1,6.75,1,missed,2020-12-22,LAL,LAC,0,2,2544,s6,-2.2,LAC,1,0,0,0,1,0,ICON
Shot Chart Detail,0022000002,343,2544,LeBron James,1610612747,Los Angeles Lakers,2,1,39,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-0.8,6.75,1,made,2020-12-22,LAL,LAC,1,2,2544,s7,-1.6,LAC,1,1,0,0,1,1,ICON
Shot Chart Detail,0022000002,360,2544,LeBron James,1610612747,Los Angeles Lakers,2,0,52,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,0.8,7.75,1,made,2020-12-22,LAL,LAC,1,2,2544,s8,1.6,LAC,1,1,0,0,1,1,ICON
Shot Chart Detail,0022000002,393,2544,LeBron James,1610612747,Los Angeles Lakers,3,10,17,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-14.3,27.35,1,made,2020-12-22,LAL,LAC,1,3,2544,s9,-28.6,LAC,1,1,1,1,0,0,ICON
Shot Chart Detail,0022000002,397,2544,LeBron James,1610612747,Los Angeles Lakers,3,9,51,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-0.4,6.55,1,made,2020-12-22,LAL,LAC,1,2,2544,s10,-0.8,LAC,1,1,0,0,1,1,ICON
Shot Chart Detail,0022000002,422,2544,LeBron James,1610612747,Los Angeles Lakers,3,7,52,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-11.9,31.55,1,made,2020-12-22,LAL,LAC,1,3,2544,s11,-23.8,LAC,1,1,1,1,0,0,ICON
Shot Chart Detail,0022000002,442,2544,LeBron James,1610612747,Los Angeles Lakers,3,6,42,Missed Shot,Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,1.3,8.75,1,missed,2020-12-22,LAL,LAC,0,2,2544,s12,2.6,LAC,1,0,0,0,1,0,ICON
Shot Chart Detail,0022000002,451,2544,LeBron James,1610612747,Los Angeles Lakers,3,5,48,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-4.7,30.45,1,missed,2020-12-22,LAL,LAC,0,3,2544,s13,-9.4,LAC,1,0,1,0,0,0,ICON
Shot Chart Detail,0022000002,550,2544,LeBron James,1610612747,Los Angeles Lakers,4,11,20,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-0.5,6.25,1,missed,2020-12-22,LAL,LAC,0,2,2544,s14,-1,LAC,1,0,0,0,1,0,ICON
Shot Chart Detail,0022000002,556,2544,LeBron James,1610612747,Los Angeles Lakers,4,10,53,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,15.2,27.15,1,missed,2020-12-22,LAL,LAC,0,3,2544,s15,30.4,LAC,1,0,1,0,0,0,ICON
Shot Chart Detail,0022000002,558,2544,LeBron James,1610612747,Los Angeles Lakers,4,10,48,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,1.9,7.45,1,made,2020-12-22,LAL,LAC,1,2,2544,s16,3.8,LAC,1,1,0,0,1,1,ICON
Shot Chart Detail,0022000002,583,2544,LeBron James,1610612747,Los Angeles Lakers,4,8,35,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,8.1,29.95,1,missed,2020-12-22,LAL,LAC,0,3,2544,s17,16.2,LAC,1,0,1,0,0,0,ICON
Shot Chart Detail,0022000008,9,2544,LeBron James,1610612747,Los Angeles Lakers,1,11,25,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0.5,7.05,1,made,2020-12-25,LAL,DAL,1,2,2544,s18,1,DAL,1,1,0,0,1,1,CITY
Shot Chart Detail,0022000008,11,2544,LeBron James,1610612747,Los Angeles Lakers,1,10,50,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,13,27.25,1,missed,2020-12-25,LAL,DAL,0,3,2544,s19,26,DAL,1,0,1,0,0,0,CITY
Shot Chart Detail,0022000008,60,2544,LeBron James,1610612747,Los Angeles Lakers,1,6,8,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-1.8,15.95,1,missed,2020-12-25,LAL,DAL,0,2,2544,s20,-3.6,DAL,1,0,0,0,1,0,CITY
Shot Chart Detail,0022000008,66,2544,LeBron James,1610612747,Los Angeles Lakers,1,5,36,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-14.8,30.15,1,made,2020-12-25,LAL,DAL,1,3,2544,s21,-29.6,DAL,1,1,1,1,0,0,CITY
Shot Chart Detail,0022000008,131,2544,LeBron James,1610612747,Los Angeles Lakers,1,0,16,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-10.7,5.25,1,missed,2020-12-25,LAL,DAL,0,2,2544,s22,-21.4,DAL,1,0,0,0,1,0,CITY
Shot Chart Detail,0022000008,157,2544,LeBron James,1610612747,Los Angeles Lakers,2,10,49,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-6.6,29.65,1,missed,2020-12-25,LAL,DAL,0,3,2544,s23,-13.2,DAL,1,0,1,0,0,0,CITY
Shot Chart Detail,0022000008,182,2544,LeBron James,1610612747,Los Angeles Lakers,2,9,31,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-14.9,25.35,1,made,2020-12-25,LAL,DAL,1,3,2544,s24,-29.8,DAL,1,1,1,1,0,0,CITY
Shot Chart Detail,0022000008,312,2544,LeBron James,1610612747,Los Angeles Lakers,2,1,45,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-2,7.55,1,made,2020-12-25,LAL,DAL,1,2,2544,s25,-4,DAL,1,1,0,0,1,1,CITY
Shot Chart Detail,0022000008,329,2544,LeBron James,1610612747,Los Angeles Lakers,2,0,58,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,11.9,17.25,1,made,2020-12-25,LAL,DAL,1,2,2544,s26,23.8,DAL,1,1,0,0,1,1,CITY
Shot Chart Detail,0022000008,356,2544,LeBron James,1610612747,Los Angeles Lakers,3,11,18,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0.6,6.25,1,made,2020-12-25,LAL,DAL,1,2,2544,s27,1.2,DAL,1,1,0,0,1,1,CITY
Shot Chart Detail,0022000008,376,2544,LeBron James,1610612747,Los Angeles Lakers,3,9,23,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,8.9,31.35,1,made,2020-12-25,LAL,DAL,1,3,2544,s28,17.8,DAL,1,1,1,1,0,0,CITY
Shot Chart Detail,0022000008,450,2544,LeBron James,1610612747,Los Angeles Lakers,3,8,37,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,3.5,13.05,1,missed,2020-12-25,LAL,DAL,0,2,2544,s29,7,DAL,1,0,0,0,1,0,CITY
Shot Chart Detail,0022000008,473,2544,LeBron James,1610612747,Los Angeles Lakers,3,2,45,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,18,22.95,1,missed,2020-12-25,LAL,DAL,0,3,2544,s30,36,DAL,1,0,1,0,0,0,CITY
Shot Chart Detail,0022000008,504,2544,LeBron James,1610612747,Los Angeles Lakers,3,0,28,Missed Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-9.7,28.15,1,missed,2020-12-25,LAL,DAL,0,3,2544,s31,-19.4,DAL,1,0,1,0,0,0,CITY
Shot Chart Detail,0022000008,537,2544,LeBron James,1610612747,Los Angeles Lakers,4,10,28,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,2,20.75,1,missed,2020-12-25,LAL,DAL,0,2,2544,s32,4,DAL,1,0,0,0,1,0,CITY
Shot Chart Detail,0022000008,552,2544,LeBron James,1610612747,Los Angeles Lakers,4,9,11,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-12.3,5.15,1,missed,2020-12-25,LAL,DAL,0,2,2544,s33,-24.6,DAL,1,0,0,0,1,0,CITY
Shot Chart Detail,0022000008,558,2544,LeBron James,1610612747,Los Angeles Lakers,4,8,20,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-1.1,7.35,1,made,2020-12-25,LAL,DAL,1,2,2544,s34,-2.2,DAL,1,1,0,0,1,1,CITY
Shot Chart Detail,0022000008,562,2544,LeBron James,1610612747,Los Angeles Lakers,4,7,41,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-11.6,28.35,1,missed,2020-12-25,LAL,DAL,0,3,2544,s35,-23.2,DAL,1,0,1,0,0,0,CITY
Shot Chart Detail,0022000040,35,2544,LeBron James,1610612747,Los Angeles Lakers,1,9,20,Made Shot,Step Back Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,22.5,5.25,1,made,2020-12-27,LAL,MIN,1,3,2544,s36,45,MIN,1,1,1,1,0,0,CLASSIC
Shot Chart Detail,0022000040,44,2544,LeBron James,1610612747,Los Angeles Lakers,1,8,29,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-8.9,17.55,1,missed,2020-12-27,LAL,MIN,0,2,2544,s37,-17.8,MIN,1,0,0,0,1,0,CLASSIC
Shot Chart Detail,0022000040,64,2544,LeBron James,1610612747,Los Angeles Lakers,1,6,14,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,2.2,6.05,1,made,2020-12-27,LAL,MIN,1,2,2544,s38,4.4,MIN,1,1,0,0,1,1,CLASSIC
Shot Chart Detail,0022000040,145,2544,LeBron James,1610612747,Los Angeles Lakers,1,1,41,Missed Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-5,29.85,1,missed,2020-12-27,LAL,MIN,0,3,2544,s39,-10,MIN,1,0,1,0,0,0,CLASSIC
Shot Chart Detail,0022000040,200,2544,LeBron James,1610612747,Los Angeles Lakers,2,11,4,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-10.7,29.95,1,missed,2020-12-27,LAL,MIN,0,3,2544,s40,-21.4,MIN,1,0,1,0,0,0,CLASSIC
Shot Chart Detail,0022000040,368,2544,LeBron James,1610612747,Los Angeles Lakers,2,0,4,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1.6,5.65,1,missed,2020-12-27,LAL,MIN,0,2,2544,s41,3.2,MIN,1,0,0,0,1,0,CLASSIC
Shot Chart Detail,0022000040,405,2544,LeBron James,1610612747,Los Angeles Lakers,3,10,15,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,12.7,29.75,1,missed,2020-12-27,LAL,MIN,0,3,2544,s42,25.4,MIN,1,0,1,0,0,0,CLASSIC
Shot Chart Detail,0022000040,411,2544,LeBron James,1610612747,Los Angeles Lakers,3,9,43,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1.1,6.25,1,made,2020-12-27,LAL,MIN,1,2,2544,s43,2.2,MIN,1,1,0,0,1,1,CLASSIC
Shot Chart Detail,0022000040,431,2544,LeBron James,1610612747,Los Angeles Lakers,3,8,31,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,1.7,6.75,1,made,2020-12-27,LAL,MIN,1,2,2544,s44,3.4,MIN,1,1,0,0,1,1,CLASSIC
Shot Chart Detail,0022000040,462,2544,LeBron James,1610612747,Los Angeles Lakers,3,6,26,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,22,-2.1,27.75,1,missed,2020-12-27,LAL,MIN,0,2,2544,s45,-4.2,MIN,1,0,0,0,1,0,CLASSIC
Shot Chart Detail,0022000040,467,2544,LeBron James,1610612747,Los Angeles Lakers,3,6,6,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-0.8,7.45,1,made,2020-12-27,LAL,MIN,1,2,2544,s46,-1.6,MIN,1,1,0,0,1,1,CLASSIC
Shot Chart Detail,0022000040,497,2544,LeBron James,1610612747,Los Angeles Lakers,3,3,52,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,0,7.25,1,made,2020-12-27,LAL,MIN,1,2,2544,s47,0,MIN,1,1,0,0,1,1,CLASSIC
Shot Chart Detail,0022000040,511,2544,LeBron James,1610612747,Los Angeles Lakers,3,2,38,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,12.5,29.55,1,missed,2020-12-27,LAL,MIN,0,3,2544,s48,25,MIN,1,0,1,0,0,0,CLASSIC
Shot Chart Detail,0022000045,11,2544,LeBron James,1610612747,Los Angeles Lakers,1,11,22,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,5.25,1,made,2020-12-28,LAL,POR,1,2,2544,s49,0,POR,1,1,0,0,1,1,ICON
Shot Chart Detail,0022000045,18,2544,LeBron James,1610612747,Los Angeles Lakers,1,10,36,Made Shot,Running Pull-Up Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,22,-10.1,25.35,1,made,2020-12-28,LAL,POR,1,2,2544,s50,-20.2,POR,1,1,0,0,1,1,ICON
Shot Chart Detail,0022000045,23,2544,LeBron James,1610612747,Los Angeles Lakers,1,9,54,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,29,-15.8,30.05,1,made,2020-12-28,LAL,POR,1,3,2544,s51,-31.6,POR,1,1,1,1,0,0,ICON
Shot Chart Detail,0022000045,26,2544,LeBron James,1610612747,Los Angeles Lakers,1,9,17,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-10.6,31.35,1,missed,2020-12-28,LAL,POR,0,3,2544,s52,-21.2,POR,1,0,1,0,0,0,ICON
Shot Chart Detail,0022000045,37,2544,LeBron James,1610612747,Los Angeles Lakers,1,8,24,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-0.2,6.35,1,made,2020-12-28,LAL,POR,1,2,2544,s53,-0.4,POR,1,1,0,0,1,1,ICON
Shot Chart Detail,0022000045,137,2544,LeBron James,1610612747,Los Angeles Lakers,1,0,46,Made Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,5.2,22.15,1,made,2020-12-28,LAL,POR,1,2,2544,s54,10.4,POR,1,1,0,0,1,1,ICON
Shot Chart Detail,0022000045,161,2544,LeBron James,1610612747,Los Angeles Lakers,2,10,23,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-14.7,8.15,1,missed,2020-12-28,LAL,POR,0,2,2544,s55,-29.4,POR,1,0,0,0,1,0,ICON
Shot Chart Detail,0022000045,168,2544,LeBron James,1610612747,Los Angeles Lakers,2,9,50,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-0.4,10.95,1,missed,2020-12-28,LAL,POR,0,2,2544,s56,-0.8,POR,1,0,0,0,1,0,ICON
Shot Chart Detail,0022000045,259,2544,LeBron James,1610612747,Los Angeles Lakers,2,3,0,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-1.5,6.65,1,made,2020-12-28,LAL,POR,1,2,2544,s57,-3,POR,1,1,0,0,1,1,ICON
Shot Chart Detail,0022000045,311,2544,LeBron James,1610612747,Los Angeles Lakers,3,9,40,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0.8,6.05,1,made,2020-12-28,LAL,POR,1,2,2544,s58,1.6,POR,1,1,0,0,1,1,ICON
Shot Chart Detail,0022000045,315,2544,LeBron James,1610612747,Los Angeles Lakers,3,9,18,Missed Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-1.9,6.45,1,missed,2020-12-28,LAL,POR,0,2,2544,s59,-3.8,POR,1,0,0,0,1,0,ICON
Shot Chart Detail,0022000045,464,2544,LeBron James,1610612747,Los Angeles Lakers,3,0,16,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1.1,5.65,1,missed,2020-12-28,LAL,POR,0,2,2544,s60,2.2,POR,1,0,0,0,1,0,ICON
Shot Chart Detail,0022000045,479,2544,LeBron James,1610612747,Los Angeles Lakers,4,11,29,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,2.4,5.85,1,missed,2020-12-28,LAL,POR,0,2,2544,s61,4.8,POR,1,0,0,0,1,0,ICON
Shot Chart Detail,0022000045,491,2544,LeBron James,1610612747,Los Angeles Lakers,4,10,54,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,5.25,1,made,2020-12-28,LAL,POR,1,2,2544,s62,0,POR,1,1,0,0,1,1,ICON
Shot Chart Detail,0022000045,506,2544,LeBron James,1610612747,Los Angeles Lakers,4,9,3,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-0.7,31.05,1,made,2020-12-28,LAL,POR,1,3,2544,s63,-1.4,POR,1,1,1,1,0,0,ICON
Shot Chart Detail,0022000045,538,2544,LeBron James,1610612747,Los Angeles Lakers,4,6,27,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-13.9,25.85,1,made,2020-12-28,LAL,POR,1,3,2544,s64,-27.8,POR,1,1,1,1,0,0,ICON
Shot Chart Detail,0022000045,542,2544,LeBron James,1610612747,Los Angeles Lakers,4,5,59,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1.1,5.95,1,made,2020-12-28,LAL,POR,1,2,2544,s65,2.2,POR,1,1,0,0,1,1,ICON
Shot Chart Detail,0022000045,575,2544,LeBron James,1610612747,Los Angeles Lakers,4,2,45,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,11.9,28.55,1,missed,2020-12-28,LAL,POR,0,3,2544,s66,23.8,POR,1,0,1,0,0,0,ICON
Shot Chart Detail,0022000045,605,2544,LeBron James,1610612747,Los Angeles Lakers,4,0,53,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,15.4,25.25,1,missed,2020-12-28,LAL,POR,0,3,2544,s67,30.8,POR,1,0,1,0,0,0,ICON
Shot Chart Detail,0022000045,612,2544,LeBron James,1610612747,Los Angeles Lakers,4,0,13,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,10.6,31.55,1,missed,2020-12-28,LAL,POR,0,3,2544,s68,21.2,POR,1,0,1,0,0,0,ICON
Shot Chart Detail,0022000060,14,2544,LeBron James,1610612747,Los Angeles Lakers,1,10,57,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17,16.4,10.55,1,missed,2020-12-30,SAS,LAL,0,2,2544,s69,32.8,SAS,1,0,0,0,1,0,ICON
Shot Chart Detail,0022000060,22,2544,LeBron James,1610612747,Los Angeles Lakers,1,10,6,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1.3,6.65,1,made,2020-12-30,SAS,LAL,1,2,2544,s70,-2.6,SAS,1,1,0,0,1,1,ICON
Shot Chart Detail,0022000060,68,2544,LeBron James,1610612747,Los Angeles Lakers,1,6,7,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-0.6,6.95,1,made,2020-12-30,SAS,LAL,1,2,2544,s71,-1.2,SAS,1,1,0,0,1,1,ICON
Shot Chart Detail,0022000060,146,2544,LeBron James,1610612747,Los Angeles Lakers,1,0,0,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-0.2,7.25,1,missed,2020-12-30,SAS,LAL,0,2,2544,s72,-0.4,SAS,1,0,0,0,1,0,ICON
Shot Chart Detail,0022000060,171,2544,LeBron James,1610612747,Los Angeles Lakers,2,10,31,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-3.8,7.65,1,missed,2020-12-30,SAS,LAL,0,2,2544,s73,-7.6,SAS,1,0,0,0,1,0,ICON
Shot Chart Detail,0022000060,180,2544,LeBron James,1610612747,Los Angeles Lakers,2,10,10,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-0.2,30.95,1,missed,2020-12-30,SAS,LAL,0,3,2544,s74,-0.4,SAS,1,0,1,0,0,0,ICON
Shot Chart Detail,0022000060,183,2544,LeBron James,1610612747,Los Angeles Lakers,2,9,52,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0.5,6.25,1,made,2020-12-30,SAS,LAL,1,2,2544,s75,1,SAS,1,1,0,0,1,1,ICON
Shot Chart Detail,0022000060,190,2544,LeBron James,1610612747,Los Angeles Lakers,2,8,56,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-6.2,21.95,1,made,2020-12-30,SAS,LAL,1,2,2544,s76,-12.4,SAS,1,1,0,0,1,1,ICON
Shot Chart Detail,0022000060,236,2544,LeBron James,1610612747,Los Angeles Lakers,2,6,15,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-1.1,11.45,1,made,2020-12-30,SAS,LAL,1,2,2544,s77,-2.2,SAS,1,1,0,0,1,1,ICON
Shot Chart Detail,0022000060,298,2544,LeBron James,1610612747,Los Angeles Lakers,2,1,15,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-0.4,6.35,1,made,2020-12-30,SAS,LAL,1,2,2544,s78,-0.8,SAS,1,1,0,0,1,1,ICON
Shot Chart Detail,0022000060,312,2544,LeBron James,1610612747,Los Angeles Lakers,2,0,1,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,2.7,14.75,1,made,2020-12-30,SAS,LAL,1,2,2544,s79,5.4,SAS,1,1,0,0,1,1,ICON
Shot Chart Detail,0022000060,345,2544,LeBron James,1610612747,Los Angeles Lakers,3,10,28,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-1.3,31.55,1,made,2020-12-30,SAS,LAL,1,3,2544,s80,-2.6,SAS,1,1,1,1,0,0,ICON
Shot Chart Detail,0022000060,368,2544,LeBron James,1610612747,Los Angeles Lakers,3,8,19,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1.1,6.05,1,missed,2020-12-30,SAS,LAL,0,2,2544,s81,-2.2,SAS,1,0,0,0,1,0,ICON
Shot Chart Detail,0022000060,459,2544,LeBron James,1610612747,Los Angeles Lakers,3,1,49,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,0.2,23.65,1,missed,2020-12-30,SAS,LAL,0,2,2544,s82,0.4,SAS,1,0,0,0,1,0,ICON
Shot Chart Detail,0022000060,469,2544,LeBron James,1610612747,Los Angeles Lakers,3,0,48,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,3.2,30.45,1,missed,2020-12-30,SAS,LAL,0,3,2544,s83,6.4,SAS,1,0,1,0,0,0,ICON
Shot Chart Detail,0022000060,477,2544,LeBron James,1610612747,Los Angeles Lakers,3,0,4,Missed Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-0.2,5.75,1,missed,2020-12-30,SAS,LAL,0,2,2544,s84,-0.4,SAS,1,0,0,0,1,0,ICON
Shot Chart Detail,0022000060,485,2544,LeBron James,1610612747,Los Angeles Lakers,4,11,25,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1.1,4.95,1,made,2020-12-30,SAS,LAL,1,2,2544,s85,-2.2,SAS,1,1,0,0,1,1,ICON
