grid_type,game_id,game_event_id,id,name,team_id,team_name,period,minutes_remaining,seconds_remaining,event_type,action_type,shot_type,shot_zone_basic,shot_zone_area,shot_zone_range,shot_distance,loc_x,loc_y,shot_attempted_flag,shot_made_flag,game_date,htm,vtm,shot_made_numeric,shot_value,person_id_shot_chart,shot_id,loc_x2,opponent,fga,fgm,x3fga,x3fgm,x2fga,x2fgm,Laker_uniform
Shot Chart Detail,0022000497,301,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,3,11,6,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,4,7.95,1,missed,2021-02-24,UTA,LAL,0,2,1629659,s4299,8,UTA,1,0,0,0,1,0,ICON
Shot Chart Detail,0022000497,316,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,3,10,4,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,2.2,30.85,1,missed,2021-02-24,UTA,LAL,0,3,1629659,s4300,4.4,UTA,1,0,1,0,0,0,ICON
Shot Chart Detail,0022000497,335,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,3,9,7,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,2.7,6.55,1,missed,2021-02-24,UTA,LAL,0,2,1629659,s4301,5.4,UTA,1,0,0,0,1,0,ICON
Shot Chart Detail,0022000497,541,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,4,5,49,Missed Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,1.5,6.85,1,missed,2021-02-24,UTA,LAL,0,2,1629659,s4302,3,UTA,1,0,0,0,1,0,ICON
Shot Chart Detail,0022000497,547,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,4,5,18,Missed Shot,Step Back Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-3.2,14.45,1,missed,2021-02-24,UTA,LAL,0,2,1629659,s4303,-6.4,UTA,1,0,0,0,1,0,ICON
Shot Chart Detail,0022000497,577,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,4,4,5,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,20,19,14.05,1,missed,2021-02-24,UTA,LAL,0,2,1629659,s4304,38,UTA,1,0,0,0,1,0,ICON
Shot Chart Detail,0022000497,599,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,4,2,9,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,22.8,7.95,1,made,2021-02-24,UTA,LAL,1,3,1629659,s4305,45.6,UTA,1,1,1,1,0,0,ICON
Shot Chart Detail,0022000497,618,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,4,0,30,Missed Shot,Step Back Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,22.7,5.15,1,missed,2021-02-24,UTA,LAL,0,3,1629659,s4306,45.4,UTA,1,0,1,0,0,0,ICON
Shot Chart Detail,0022000512,293,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,2,2,59,Made Shot,Running Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1.2,6.05,1,made,2021-02-26,LAL,POR,1,2,1629659,s4307,-2.4,POR,1,1,0,0,1,1,STATEMENT
Shot Chart Detail,0022000512,307,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,2,2,21,Missed Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0.9,5.45,1,missed,2021-02-26,LAL,POR,0,2,1629659,s4308,1.8,POR,1,0,0,0,1,0,STATEMENT
Shot Chart Detail,0022000512,551,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,4,10,9,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,22.9,10.45,1,missed,2021-02-26,LAL,POR,0,3,1629659,s4309,45.8,POR,1,0,1,0,0,0,STATEMENT
Shot Chart Detail,0022000512,555,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,4,9,47,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-2.5,9.35,1,made,2021-02-26,LAL,POR,1,2,1629659,s4310,-5,POR,1,1,0,0,1,1,STATEMENT
Shot Chart Detail,0022000512,586,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,4,6,50,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-4.3,8.35,1,missed,2021-02-26,LAL,POR,0,2,1629659,s4311,-8.6,POR,1,0,0,0,1,0,STATEMENT
Shot Chart Detail,0022000527,297,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,2,4,23,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-0.6,8.05,1,made,2021-02-28,LAL,GSW,1,2,1629659,s4312,-1.2,GSW,1,1,0,0,1,1,ASSOCIATION
Shot Chart Detail,0022000527,304,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,2,3,48,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-12.1,28.25,1,missed,2021-02-28,LAL,GSW,0,3,1629659,s4313,-24.2,GSW,1,0,1,0,0,0,ASSOCIATION
Shot Chart Detail,0022000527,544,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,3,0,40,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1.3,6.15,1,made,2021-02-28,LAL,GSW,1,2,1629659,s4314,2.6,GSW,1,1,0,0,1,1,ASSOCIATION
Shot Chart Detail,0022000527,598,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,4,9,18,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-9.3,10.05,1,missed,2021-02-28,LAL,GSW,0,2,1629659,s4315,-18.6,GSW,1,0,0,0,1,0,ASSOCIATION
Shot Chart Detail,0022000527,611,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,4,8,9,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-0.3,7.85,1,made,2021-02-28,LAL,GSW,1,2,1629659,s4316,-0.6,GSW,1,1,0,0,1,1,ASSOCIATION
Shot Chart Detail,0022000527,615,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,4,7,24,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,5,15.65,1,missed,2021-02-28,LAL,GSW,0,2,1629659,s4317,10,GSW,1,0,0,0,1,0,ASSOCIATION
Shot Chart Detail,0022000527,647,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,4,5,48,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-0.8,6.95,1,made,2021-02-28,LAL,GSW,1,2,1629659,s4318,-1.6,GSW,1,1,0,0,1,1,ASSOCIATION
Shot Chart Detail,0022000527,666,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,4,4,38,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-0.4,11.45,1,missed,2021-02-28,LAL,GSW,0,2,1629659,s4319,-0.8,GSW,1,0,0,0,1,0,ASSOCIATION
Shot Chart Detail,0022000527,700,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,4,2,31,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,0.7,8.25,1,made,2021-02-28,LAL,GSW,1,2,1629659,s4320,1.4,GSW,1,1,0,0,1,1,ASSOCIATION
Shot Chart Detail,0022000527,707,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,4,1,58,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-16.5,26.85,1,missed,2021-02-28,LAL,GSW,0,3,1629659,s4321,-33,GSW,1,0,1,0,0,0,ASSOCIATION
Shot Chart Detail,0022000527,721,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,4,0,55,Missed Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,0,8.25,1,missed,2021-02-28,LAL,GSW,0,2,1629659,s4322,0,GSW,1,0,0,0,1,0,ASSOCIATION
Shot Chart Detail,0022000527,726,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,4,0,23,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-0.2,8.65,1,missed,2021-02-28,LAL,GSW,0,2,1629659,s4323,-0.4,GSW,1,0,0,0,1,0,ASSOCIATION
Shot Chart Detail,0022000542,127,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,1,2,4,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,1.6,9.75,1,made,2021-03-02,LAL,PHX,1,2,1629659,s4324,3.2,PHX,1,1,0,0,1,1,ICON
Shot Chart Detail,0022000542,162,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,2,11,37,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,18.5,25.15,1,made,2021-03-02,LAL,PHX,1,3,1629659,s4325,37,PHX,1,1,1,1,0,0,ICON
Shot Chart Detail,0022000542,164,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,2,11,1,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-18.3,21.85,1,made,2021-03-02,LAL,PHX,1,3,1629659,s4326,-36.6,PHX,1,1,1,1,0,0,ICON
Shot Chart Detail,0022000542,175,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,2,9,46,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-16.6,26.05,1,missed,2021-03-02,LAL,PHX,0,3,1629659,s4327,-33.2,PHX,1,0,1,0,0,0,ICON
Shot Chart Detail,0022000542,183,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,2,9,10,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,2.8,17.15,1,made,2021-03-02,LAL,PHX,1,2,1629659,s4328,5.6,PHX,1,1,0,0,1,1,ICON
Shot Chart Detail,0022000542,410,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,3,4,50,Missed Shot,Turnaround Fadeaway shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-19.3,23.85,1,missed,2021-03-02,LAL,PHX,0,3,1629659,s4329,-38.6,PHX,1,0,1,0,0,0,ICON
Shot Chart Detail,0022000542,474,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,3,0,30,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,2,5.45,1,made,2021-03-02,LAL,PHX,1,2,1629659,s4330,4,PHX,1,1,0,0,1,1,ICON
Shot Chart Detail,0022000542,498,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,4,11,0,Made Shot,Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,5.95,1,made,2021-03-02,LAL,PHX,1,2,1629659,s4331,0,PHX,1,1,0,0,1,1,ICON
Shot Chart Detail,0022000542,550,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,4,6,50,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-16.3,25.45,1,missed,2021-03-02,LAL,PHX,0,3,1629659,s4332,-32.6,PHX,1,0,1,0,0,0,ICON
Shot Chart Detail,0022000551,94,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,1,3,43,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,14.1,16.95,1,missed,2021-03-03,SAC,LAL,0,2,1629659,s4333,28.2,SAC,1,0,0,0,1,0,ICON
Shot Chart Detail,0022000551,125,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,1,1,40,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1.8,5.85,1,made,2021-03-03,SAC,LAL,1,2,1629659,s4334,-3.6,SAC,1,1,0,0,1,1,ICON
Shot Chart Detail,0022000551,142,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,1,0,1,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,2.2,9.35,1,missed,2021-03-03,SAC,LAL,0,2,1629659,s4335,4.4,SAC,1,0,0,0,1,0,ICON
Shot Chart Detail,0022000551,188,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,2,9,23,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,2.4,6.45,1,missed,2021-03-03,SAC,LAL,0,2,1629659,s4336,4.8,SAC,1,0,0,0,1,0,ICON
Shot Chart Detail,0022000551,219,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,2,7,11,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,1.9,6.55,1,made,2021-03-03,SAC,LAL,1,2,1629659,s4337,3.8,SAC,1,1,0,0,1,1,ICON
Shot Chart Detail,0022000551,436,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,3,1,9,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-0.8,6.15,1,made,2021-03-03,SAC,LAL,1,2,1629659,s4338,-1.6,SAC,1,1,0,0,1,1,ICON
Shot Chart Detail,0022000551,446,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,3,0,30,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-15.4,18.75,1,missed,2021-03-03,SAC,LAL,0,2,1629659,s4339,-30.8,SAC,1,0,0,0,1,0,ICON
Shot Chart Detail,0022000551,471,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,4,9,35,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,3.5,7.35,1,missed,2021-03-03,SAC,LAL,0,2,1629659,s4340,7,SAC,1,0,0,0,1,0,ICON
Shot Chart Detail,0022000551,486,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,4,8,3,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-2.6,29.75,1,missed,2021-03-03,SAC,LAL,0,3,1629659,s4341,-5.2,SAC,1,0,1,0,0,0,ICON
Shot Chart Detail,0022000585,201,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,2,9,33,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,13.3,28.55,1,missed,2021-03-12,LAL,IND,0,3,1629659,s4342,26.6,IND,1,0,1,0,0,0,EARNED
Shot Chart Detail,0022000585,334,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,2,0,32,Missed Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0.3,6.95,1,missed,2021-03-12,LAL,IND,0,2,1629659,s4343,0.6,IND,1,0,0,0,1,0,EARNED
Shot Chart Detail,0022000585,463,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,3,4,7,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,0.7,8.35,1,missed,2021-03-12,LAL,IND,0,2,1629659,s4344,1.4,IND,1,0,0,0,1,0,EARNED
Shot Chart Detail,0022000585,467,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,3,3,27,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-3.1,11.55,1,missed,2021-03-12,LAL,IND,0,2,1629659,s4345,-6.2,IND,1,0,0,0,1,0,EARNED
Shot Chart Detail,0022000585,495,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,3,1,54,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,1.1,7.35,1,made,2021-03-12,LAL,IND,1,2,1629659,s4346,2.2,IND,1,1,0,0,1,1,EARNED
Shot Chart Detail,0022000585,518,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,3,0,1,Missed Shot,Jump Shot,3PT Field Goal,Backcourt,Back Court(BC),Back Court Shot,51,14.5,54.75,1,missed,2021-03-12,LAL,IND,0,3,1629659,s4347,29,IND,1,0,1,0,0,0,EARNED
Shot Chart Detail,0022000585,532,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,4,10,45,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-1.8,6.65,1,made,2021-03-12,LAL,IND,1,2,1629659,s4348,-3.6,IND,1,1,0,0,1,1,EARNED
Shot Chart Detail,0022000608,79,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,1,5,39,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-4.7,16.85,1,made,2021-03-15,GSW,LAL,1,2,1629659,s4349,-9.4,GSW,1,1,0,0,1,1,ICON
Shot Chart Detail,0022000608,132,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,1,1,40,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-0.6,5.75,1,made,2021-03-15,GSW,LAL,1,2,1629659,s4350,-1.2,GSW,1,1,0,0,1,1,ICON
Shot Chart Detail,0022000608,168,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,2,11,38,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,11.6,19.95,1,missed,2021-03-15,GSW,LAL,0,2,1629659,s4351,23.2,GSW,1,0,0,0,1,0,ICON
Shot Chart Detail,0022000608,185,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,2,10,5,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-0.4,7.25,1,made,2021-03-15,GSW,LAL,1,2,1629659,s4352,-0.8,GSW,1,1,0,0,1,1,ICON
Shot Chart Detail,0022000608,447,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,3,2,54,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-22.9,10.45,1,missed,2021-03-15,GSW,LAL,0,3,1629659,s4353,-45.8,GSW,1,0,1,0,0,0,ICON
Shot Chart Detail,0022000608,532,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,4,8,43,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,1,8.45,1,made,2021-03-15,GSW,LAL,1,2,1629659,s4354,2,GSW,1,1,0,0,1,1,ICON
Shot Chart Detail,0022000608,570,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,4,5,48,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-7.7,7.75,1,missed,2021-03-15,GSW,LAL,0,2,1629659,s4355,-15.4,GSW,1,0,0,0,1,0,ICON
Shot Chart Detail,0022000608,577,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,4,5,31,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,0.6,8.85,1,made,2021-03-15,GSW,LAL,1,2,1629659,s4356,1.2,GSW,1,1,0,0,1,1,ICON
Shot Chart Detail,0022000608,593,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,4,3,40,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,0.3,9.05,1,made,2021-03-15,GSW,LAL,1,2,1629659,s4357,0.6,GSW,1,1,0,0,1,1,ICON
Shot Chart Detail,0022000608,617,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,4,2,14,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-0.5,8.35,1,made,2021-03-15,GSW,LAL,1,2,1629659,s4358,-1,GSW,1,1,0,0,1,1,ICON
Shot Chart Detail,0022000615,75,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,1,6,27,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-2.4,6.05,1,missed,2021-03-16,LAL,MIN,0,2,1629659,s4359,-4.8,MIN,1,0,0,0,1,0,CLASSIC
Shot Chart Detail,0022000615,137,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,1,2,46,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,3,6.85,1,made,2021-03-16,LAL,MIN,1,2,1629659,s4360,6,MIN,1,1,0,0,1,1,CLASSIC
Shot Chart Detail,0022000615,200,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,2,8,14,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,2.2,5.95,1,made,2021-03-16,LAL,MIN,1,2,1629659,s4361,4.4,MIN,1,1,0,0,1,1,CLASSIC
Shot Chart Detail,0022000615,207,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,2,7,47,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,2.9,6.75,1,made,2021-03-16,LAL,MIN,1,2,1629659,s4362,5.8,MIN,1,1,0,0,1,1,CLASSIC
Shot Chart Detail,0022000615,402,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,3,6,33,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-2.6,7.65,1,missed,2021-03-16,LAL,MIN,0,2,1629659,s4363,-5.2,MIN,1,0,0,0,1,0,CLASSIC
Shot Chart Detail,0022000615,447,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,3,3,43,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,2.2,13.65,1,made,2021-03-16,LAL,MIN,1,2,1629659,s4364,4.4,MIN,1,1,0,0,1,1,CLASSIC
Shot Chart Detail,0022000615,510,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,4,11,46,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-2,6.65,1,made,2021-03-16,LAL,MIN,1,2,1629659,s4365,-4,MIN,1,1,0,0,1,1,CLASSIC
Shot Chart Detail,0022000615,630,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,4,1,42,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-14.9,26.85,1,missed,2021-03-16,LAL,MIN,0,3,1629659,s4366,-29.8,MIN,1,0,1,0,0,0,CLASSIC
Shot Chart Detail,0022000615,654,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,4,0,38,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,2.3,7.65,1,made,2021-03-16,LAL,MIN,1,2,1629659,s4367,4.6,MIN,1,1,0,0,1,1,CLASSIC
Shot Chart Detail,0022000630,108,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,1,2,45,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-5.1,30.65,1,missed,2021-03-18,LAL,CHA,0,3,1629659,s4368,-10.2,CHA,1,0,1,0,0,0,STATEMENT
Shot Chart Detail,0022000630,138,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,1,0,45,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,2,6.45,1,missed,2021-03-18,LAL,CHA,0,2,1629659,s4369,4,CHA,1,0,0,0,1,0,STATEMENT
Shot Chart Detail,0022000630,210,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,2,9,48,Missed Shot,Running Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-0.1,5.65,1,missed,2021-03-18,LAL,CHA,0,2,1629659,s4370,-0.2,CHA,1,0,0,0,1,0,STATEMENT
Shot Chart Detail,0022000630,229,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,2,8,28,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0.5,6.55,1,made,2021-03-18,LAL,CHA,1,2,1629659,s4371,1,CHA,1,1,0,0,1,1,STATEMENT
Shot Chart Detail,0022000630,240,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,2,7,25,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-1.3,6.85,1,made,2021-03-18,LAL,CHA,1,2,1629659,s4372,-2.6,CHA,1,1,0,0,1,1,STATEMENT
Shot Chart Detail,0022000630,243,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,2,6,37,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-11.5,31.15,1,missed,2021-03-18,LAL,CHA,0,3,1629659,s4373,-23,CHA,1,0,1,0,0,0,STATEMENT
Shot Chart Detail,0022000630,251,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,2,5,47,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1.5,5.85,1,made,2021-03-18,LAL,CHA,1,2,1629659,s4374,3,CHA,1,1,0,0,1,1,STATEMENT
Shot Chart Detail,0022000630,502,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,3,0,22,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,1.7,7.95,1,made,2021-03-18,LAL,CHA,1,2,1629659,s4375,3.4,CHA,1,1,0,0,1,1,STATEMENT
Shot Chart Detail,0022000630,575,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,4,7,29,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-0.9,7.65,1,made,2021-03-18,LAL,CHA,1,2,1629659,s4376,-1.8,CHA,1,1,0,0,1,1,STATEMENT
Shot Chart Detail,0022000640,226,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,2,6,56,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,0.2,14.15,1,made,2021-03-20,LAL,ATL,1,2,1629659,s4377,0.4,ATL,1,1,0,0,1,1,ASSOCIATION
Shot Chart Detail,0022000640,240,1629659,Talen Horton-Tucker,1610612747,Los Angeles Lakers,2,5,57,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-2.5,10.55,1,missed,2021-03-20,LAL,ATL,0,2,1629659,s4378,-5,ATL,1,0,0,0,1,0,ASSOCIATION
